"text","cmp_code","eu_code"
"Attraverso, dunque, il governo dell’Euro e la sua stabilizzazione; attraverso la sottolineatura che non può esserci benessere senza lavoro; attraverso la capacità reale di mettere la finanza sotto controllo, perché gli affari non possono essere condotti senza regole:  sono questi i termini di una visione europeista moderna e solidale che giustifica una razionale e misurata cessione di sovranità nazionale.","108",NA
"La crisi che scuote il mondo mette a rischio l’Europa e le sue conquiste di civiltà.","108",NA
"Ma noi siamo l’Europa, nel senso che da lì viene la sola possibilità di salvare l’Italia: le sorti dell’integrazione politica coincidono largamente col nostro destino.","108",NA
"Non c’è futuro per l’Italia se non dentro la ripresa e il rilancio del progetto europeo.","108",NA
"La prossima maggioranza dovrà avere ben chiara questa bussola: nulla senza l’Europa.","108",NA
"Per riuscirci agiremo in due direzioni.","108",NA
"In primo luogo, rafforzando la piattaforma dei progressisti europei.","108",NA
"Se l’austerità e l’equilibrio dei conti pubblici, pur necessari, diventano un dogma e un obiettivo in sé – senza alcuna attenzione per occupazione, investimenti, ricerca e formazione – finiscono per negare se stessi.","108",NA
"Adesso c’è bisogno di correggere la rotta, accelerando l’integrazione politica, economica e fiscale, vera condizione di una difesa dell’Euro e di una riorganizzazione del nostro modello sociale.","108",NA
"In secondo luogo, bisogna portare a compimento le promesse tradite della moneta unica e integrare la più grande area economica del pianeta in un modello di civiltà che nessun’altra nazione o continente è in grado di elaborare.","108",NA
"Salvare l’Europa nel pieno della crisi significa condividere il governo dell’emergenza finanziaria secondo proposte concrete che abbiamo da tempo avanzato assieme ai progressisti europei.","108",NA
"Tali proposte determinano una prospettiva di coordinamento delle politiche economiche e fiscali.","108",NA
"E dunque nuove istituzioni comuni, dotate di una legittimazione popolare e diretta.","108",NA
"A questo fine i progressisti devono promuovere un patto costituzionale con le principali famiglie politiche europee.","108",NA
"Anche per l’Europa, infatti, la prossima sarà una legislatura costituente in cui il piano nazionale e quello continentale saranno intrecciati stabilmente.","108",NA
"Una legislatura nella quale l’orizzonte ideale degli Stati Uniti d’Europa dovrà iniziare ad acquistare concretezza in una nuova architettura istituzionale dell’eurozona.","108",NA
"Qui vive la ragione più profonda che ci spinge a cercare un terreno di collaborazione con le forze del centro liberale.","108",NA
"Per questo i democratici e i progressisti s’impegnano a promuovere un accordo di legislatura con queste forze, sulla base della loro ispirazione costituzionale ed europeista e di una responsabilità comune di fronte al passaggio storico, unico ed eccezionale, che l’Italia e l’Europa dovranno affrontare nei prossimi anni.","108",NA
"Collocare il progetto di governo italiano nel cuore della sfida europea significa costruire un progetto alternativo alle regressioni nazionaliste, anti-europee e populiste, da sempre incompatibili con le radici di un’Europa democratica, aperta, inclusiva.","108",NA
"Democrazia",NA,NA
"Dobbiamo sconfiggere l’ideologia della fine della politica e delle virtù prodigiose di un uomo solo al comando.","202",NA
"E’ una strada che l’Italia ha già percorso, e sempre con esiti disastrosi.","202",NA
"Per noi il populismo è il principale avversario di una politica autenticamente popolare.","202",NA
"In questi ultimi anni esso è stato alimentato da un liberismo finanziario che ha lasciato i ceti meno abbienti in balia di un mercato senza regole.","202",NA
"La destra populista ha promesso una illusoria protezione dagli effetti del liberismo finanziario innalzando barriere culturali, territoriali e a volte xenofobe.","202",NA
"La sola vera risposta al populismo è la partecipazione democratica.","202",NA
"La crisi della democrazia non si combatte con “meno” ma con “più” democrazia.","202",NA
"Più rispetto delle regole, una netta separazione dei poteri, una vera democrazia paritaria e l’applicazione corretta e integrale di quella Costituzione che rimane tra le più belle e avanzate del mondo.","202",NA
"Siamo convinti che il suo progetto di trasformazione civile, economica e sociale sia vitale e per buona parte ancora da mettere in atto.","202",NA
"L’autonomia, la responsabilità e la libertà femminile sono una leva per la crescita e una risposta alla crisi democratica.","202",NA
"C’è un nesso strettissimo tra il maschilismo e l’offesa alla dignità delle donne incarnati in questi anni dal berlusconismo e il degrado delle istituzioni democratiche.","202",NA
"Il riconoscimento della soggettività femminile e l’attuazione del principio della democrazia paritaria sono oggi condizioni essenziali per la ricostruzione del Paese.","202",NA
"Vogliamo dare segnali netti all’Italia onesta che cerca nelle istituzioni un alleato contro i violenti, i corruttori e chiunque si appropri di risorse comuni mettendo a repentaglio il futuro degli altri.","605",NA
"Per noi ciò equivarrà alla difesa intransigente del principio di legalità, a una lotta decisa all’evasione fiscale, al contrasto severo dei reati contro l’ambiente, al rafforzamento della normativa contro la corruzione e a un sostegno più concreto agli organi inquirenti e agli amministratori impegnati contro mafie e criminalità, vero piombo nelle ali per l’intero Paese.","605",NA
"Vogliamo contrastare tutte le mafie, reprimendone sia l’azione criminale che l’immensa forza economica.","605",NA
"La presenza dei capitali mafiosi, a maggior ragione in un momento di crisi, è un elemento devastante per ogni prospettiva di rilancio del Paese.","605",NA
"Va reciso ogni legame o sospetto di complicità di alcuni rappresentanti politici.","605",NA
"La rigorosa applicazione del codice etico approvato dalla Commissione antimafia è per noi inderogabile per le candidature a tutti i livelli.","605",NA
"Sulla riforma dell’assetto istituzionale, siamo favorevoli a un sistema parlamentare semplificato e rafforzato, con un ruolo incisivo del governo e la tutela della funzione di equilibrio assegnata al Presidente della Repubblica.","605",NA
"Riformuleremo un federalismo responsabile e bene ordinato che faccia delle autonomie un punto di forza dell’assetto democratico e unitario del Paese.","301",NA
"Sono poi essenziali norme stringenti in materia di conflitto d’interessi, legislazione antitrust e libertà dell’informazione.","403",NA
"Daremo vita a un percorso riformatore che assicuri concretezza e certezza di tempi alla funzione costituente della prossima legislatura.","203",NA
"Infine, ma non è l’ultima delle priorità, la politica deve recuperare autorevolezza, promuovere il rinnovamento, ridurre i suoi costi e la sua invadenza in ambiti che non le competono.","303",NA
"Ad esempio, attraverso una riforma profonda dei servizi pubblici locali bisogna avere l’attenzione di incidere su di un sistema di potere assai consolidato che alimenta e incoraggia i costi perversi della politica.","303",NA
"Serve una politica sobria perché se gli italiani devono risparmiare, chi li governa deve farlo di più.","303",NA
"A ogni livello istituzionale non sono accettabili emolumenti superiori alla media europea.","303",NA
"Ma anche questo non basta.","303",NA
"Va approvata una riforma dei partiti, che alla riduzione del finanziamento pubblico","303",NA
"affianchi una legge di attuazione dell’articolo 49 della Costituzione, che assicuri la democrazia dei e nei partiti, che devono riformarsi per essere strumento dei cittadini e non luogo opaco di interessi particolari.","202",NA
"Bisogna agire per la semplificazione e l’alleggerimento del sistema istituzionale e amministrativo.","303",NA
"Occorrono piani industriali per ogni singola amministrazione pubblica al fine di produrre efficienza e risparmio.","303",NA
"Riconoscere il limite della politica e dei partiti significa anche aprire il campo alle richieste d’impegno e mobilitazione che maturano nella società e alle competenze che si affermano.","303",NA
"Tutto ciò dovrà essere messo in atto a cominciare dalle nomine in enti, società pubbliche e autorità di sorveglianza e da rinnovati criteri di selezione nelle funzioni di governo.","303",NA
"Lavoro",NA,NA
"La nostra visione assume il lavoro come parametro di tutte le politiche.","701",NA
"Cuore del nostro progetto è la dignità del lavoratore da rimettere al centro della democrazia, in Italia e in Europa.","701",NA
"Questa è anche la premessa per riconoscere la nuova natura del conflitto sociale.","701",NA
"Fulcro di quel conflitto non è più solo l’antagonismo classico tra impresa e operai, ma il mondo complesso dei produttori, cioè delle persone che pensano, lavorano e fanno impresa.","701",NA
"E questo perché anche lì, in quella dimensione più ampia, si stanno creando forme nuove di sfruttamento.","701",NA
"Il tutto, ancora una volta, per garantire guadagni e lussi alla rendita finanziaria.","701",NA
"Bisogna perciò costruire alleanze più vaste.","701",NA
"La battaglia per la dignità e l’autonomia del lavoro, infatti, riguarda oggi la lavoratrice precaria come l’operaio sindacalizzato, il piccolo imprenditore o artigiano non meno dell’impiegato pubblico, il giovane professionista sottopagato al pari dell’insegnante o della ricercatrice universitaria.","701",NA
"Il primo passo da compiere è un ridisegno profondo del sistema fiscale che alleggerisca il peso sul lavoro e sull’impresa, attingendo alla rendita dei grandi patrimoni finanziari e immobiliari.","701",NA
"Quello successivo è contrastare la precarietà, rovesciando le scelte della destra nell’ultimo decennio e in particolare l’idea di una competitività al ribasso del nostro apparato produttivo, quasi che, rimasti orfani della vecchia pratica che svalutava la moneta, la risposta potesse stare nella svalutazione e svalorizzazione del lavoro.","701",NA
"Il terzo passo è spezzare la spirale perversa tra bassa produttività e compressione dei salari e dei diritti, aiutando le produzioni a competere sul lato della qualità e dell’innovazione, punti storicamente vulnerabili del nostro sistema.","701",NA
"Quarto passo è mettere in campo politiche fiscali a sostegno dell’occupazione femminile, ancora adesso uno dei differenziali più negativi per la nostra economia, in particolare al Sud.","701",NA
"Serve un grande piano per aumentare e migliorare l’occupazione femminile, contrastare la disparità nei redditi e nelle carriere, sradicare i pregiudizi sulla presenza delle donne nel mondo del lavoro e delle professioni.","701",NA
"A tale scopo è indispensabile alleggerire la distribuzione del carico di lavoro e di cura nella famiglia, sostenendo una riforma del welfare, politiche di conciliazione e condivisione e varando un programma straordinario per la diffusione degli asili nido.","701",NA
"Anche grazie a politiche di questo tipo sarà possibile sostenere concretamente le famiglie e favorire una ripresa della natalità.","701",NA
"Insomma sul punto non servono altre parole: bisogna fare del tasso di occupazione femminile e giovanile il misuratore primo dell’efficacia di tutte le nostre strategie.","701",NA
"Infine, il lavoro è oggi per l’Italia lo snodo tra questione sociale e questione democratica.","701",NA
"Fondare sul lavoro e su una più ampia democrazia nel lavoro la ricostruzione del Paese non è solo una scelta economica, ma l’investimento decisivo sulla qualità della nostra democrazia.","701",NA
"Occorre una legge sulla rappresentanza che consenta l’esercizio effettivo della democrazia per chi lavora.","701",NA
"Non possiamo consentire né che si continui con l’arbitrio della condotta di aziende che discriminano i lavoratori, né che ci sia una rappresentanza sindacale che prescinda dal voto dei lavoratori sui contratti.","701",NA
"Uguaglianza",NA,NA
"L’Italia è divenuta negli anni uno dei Paesi più diseguali del mondo occidentale.","503",NA
"La crisi stessa trova origine  negli Stati Uniti come in Europa da un aumento senza precedenti delle disuguaglianze.","503",NA
"E dunque esiste, da tempo oramai, un problema enorme di redistribuzione che investe il rapporto tra rendita e lavoro, mettendo a rischio i fondamenti del welfare.","503",NA
"Sull’altro fronte, la ricchezza finanziaria e immobiliare è diventata sempre più inafferrabile, capace com’è di sfuggire a ogni vincolo fiscale e solidale.","503",NA
"Non si esce dalla crisi se chi ha di più non è chiamato a dare di più.","503",NA
"È la crisi stessa a insegnarci che la giustizia sociale non è pensabile come derivata della crescita economica, ma ne costituisce il presupposto.","503",NA
"Ciò significa che la ripresa economica richiede politiche di contrasto alla povertà, anche in un Paese come il nostro dove il fenomeno sta assumendo caratteri nuovi e dimensioni angoscianti.","503",NA
"I “nuovi poveri”, per altro, continuano ad assistere allo scandalo di rendite o emolumenti cresciuti a livelli indecenti, a ricchezze e proprietà smodate che si sottraggono a qualunque vincolo di solidarietà.","503",NA
"A tutto questo bisogna finalmente mettere un argine.","503",NA
"Per noi parlare di uguaglianza significa guardare la società con gli occhi degli “ultimi”.","503",NA
"Di coloro che per vivere faticano il doppio: perché sono partiti da più indietro o da più lontano o perché sono persone con disabilità.","503",NA
"Se poi guardiamo alle generazioni più giovani, il tema dell’uguaglianza si presenta prima di tutto come possibilità di scelta e parità delle condizioni di accesso alla formazione, al lavoro, a un’affermazione piena e libera della loro personalità.","503",NA
"Superare le disuguaglianze di genere è indispensabile per ricostruire il Paese su basi moderne e giuste.","503",NA
"Non a caso, ancora una volta, il simbolo più forte di una riscossa civica e morale è venuto dal movimento delle donne.","503",NA
"Su questo piano la politica, il Parlamento e il governo devono assumere la democrazia paritaria come traguardo della democrazia tout court.","503",NA
"Nessun discorso sull’uguaglianza sta in piedi se non si rimette il Mezzogiorno al centro dell’agenda.","503",NA
"L’Italia è cresciuta quando Sud e Nord hanno scelto di avanzare assieme.","503",NA
"Viceversa quando la forbice si è allargata, l’Italia tutta si è distanziata dall’Europa.","503",NA
"Sostenere, come la destra ha fatto per anni, che il Nord poteva farcela da solo si è rivelato un grave errore, che ha impoverito il Sud e il Nord insieme.","503",NA
"Tutt’altra cosa è combattere sprechi e inefficienze con una nuova strategia nazionale d’intervento.","503",NA
"Il punto è farlo assieme al senso di responsabilità di tante amministrazioni e movimenti meridionali, per correggere le storture di vecchi regionalismi e localismi clientelari e per promuovere legalità, civismo e lavoro.","503",NA
"Anche le politiche sociali ed economiche incentrate sulla difesa dei più deboli e sulla promozione di un sistema di pari opportunità richiedono che il merito diventi la bussola di una competizione positiva sul terreno della responsabilità e che ogni cittadino sia chiamato a corrispondere ai doveri fiscali in relazione al proprio patrimonio con fermezza e severità.","503",NA
"Infine, al capitolo dell’uguaglianza è legata a filo doppio la questione di una giustizia civile e penale al servizio del cittadino.","503",NA
"Su questo piano è superfluo ricordare che gli anni della destra al governo hanno sprangato ogni spiraglio a un intervento riformatore.","503",NA
"Diciamo che si sono occupati pochissimo dello stato di diritto e molto del diritto di uno soltanto che si riteneva proprietario dello Stato.","503",NA
"Ma così a pagare due volte sono stati i cittadini più deboli: quelli che hanno davvero bisogno di una giustizia civile e penale rapida, imparziale, efficiente.","503",NA
"Nella prossima legislatura il tema dovrà essere affrontato dal punto di vista della dignità e dei diritti di tutti e non più dei potenti alla ricerca d’impunità.","503",NA
"Libertà",NA,NA
"Per noi libertà è anzitutto la possibilità concreta per le giovani generazioni di costruire il proprio progetto di vita e realizzare le proprie vocazioni.","503",NA
"Il nostro progetto non sarà retoricamente per i giovani, ma dovrà essere soprattutto dei giovani.","503",NA
"Quegli stessi che oggi, pur ricchi di talento ed energie, trovano le strade sbarrate e sono sistematicamente esclusi.","503",NA
"Il tema del merito non può essere contrapposto a quello dell’eguaglianza delle opportunità.","503",NA
"Libertà dei progetti di vita e valorizzazione del merito sono i presupposti di una società più aperta ed eguale.","503",NA
"Attraverso l’introduzione di misure più incisive, ciò deve valere nel campo delle professioni, della scuola e dell’università, dell’amministrazione pubblica e dell’impresa privata.","503",NA
"Negli anni del berlusconismo l’appello alla libertà è stato utilizzato a difesa di privilegi e vantaggi privati.","503",NA
"Noi vogliamo liberare le energie della creatività e del merito individuale contro le chiusure corporative e familistiche della società italiana.","503",NA
"Consideriamo essenziali il rispetto della libertà e della responsabilità delle donne.","503",NA
"Occorre superare gli aspetti giuridicamente insostenibili della legge 40 in materia di procreazione assistita","604",NA
"e garantire piena applicazione alla legge 194 sull’interruzione volontaria di gravidanza.","604",NA
"Su temi che riguardano la vita e morte delle persone, la politica deve coltivare il senso del proprio limite e il legislatore deve intervenire sempre sulla base di un principio di cautela e di laicità del diritto.","604",NA
"Per evitare i guasti di un pericoloso “bipolarismo etico” che la destra ha perseguito in questi anni, è necessario assumere come riferimento i principi scolpiti nella prima parte della nostra Costituzione e, a partire da quelli, procedere alla ricerca di punti di equilibrio condivisi, fatte salve la libertà di coscienza e l’inviolabilità della persona nella sua dignità.","604",NA
"Sapere",NA,NA
"La dignità del lavoro e la lotta alle disuguaglianze s’incrociano nel primato delle politiche per l’istruzione e la ricerca.","506",NA
"Non c’è futuro per l’Italia senza un contrasto alla caduta drammatica della domanda d’istruzione registrata negli ultimi anni.","506",NA
"È qualcosa che trova espressione nell’abbandono scolastico, nella flessione delle iscrizioni alle nostre università, nella sfiducia dei ricercatori e nella demotivazione di un corpo insegnante sottopagato e sempre meno riconosciuto nella sua funzione sociale e culturale.","506",NA
"In questo caso più che dalle tante indicazioni programmatiche, conviene partire da un principio: nei prossimi anni, se vi è un settore per il quale è giusto che altri ambiti rinuncino a qualcosa, è quello della ricerca e della formazione.","506",NA
"Dalla scuola dell’infanzia e dell’obbligo alla secondaria e all’università: la sfida è avviare il tempo di una società della formazione lunga e permanente che non abbandoni nessuno lungo la via della crescita, dell’aggiornamento, di possibili esigenze di mobilità.","506",NA
"Solo così, del resto, si formano classi dirigenti all’altezza, e solo così il sapere riacquista la sua fondamentale carica di emancipazione e realizzazione di sé.","506",NA
"A fronte di questo impegno, garantiremo processi di riqualificazione e di rigore della spesa, avendo come riferimento il grado di preparazione degli studenti e il raggiungimento degli obiettivi formativi.","506",NA
"La scuola e l’università italiane, già fiaccate da un quindicennio di riforme inconcludenti e contraddittorie, hanno ricevuto nell’ultima stagione un colpo quasi letale.","506",NA
"Ora si tratta di avviare un’opera di ricostruzione vera e propria.","506",NA
"Nella prossima legislatura partiremo da un piano straordinario contro la dispersione scolastica, soprattutto nelle zone a più forte infiltrazione criminale, dal varo di misure operative per il diritto allo studio,","506",NA
"da un investimento sulla ricerca avanzata nei settori trainanti e a più alto contenuto d’innovazione.","506",NA
"Tutto ciò nel quadro del valore universalistico della formazione, della promozione della ricerca scientifica e della ricerca di base in ambito umanistico.","506",NA
"Sviluppo sostenibile",NA,NA
"Sviluppo sostenibile per noi vuol dire valorizzare la carta più importante che possiamo giocare nella globalizzazione, quella del saper fare italiano.","416",NA
"Se una chance abbiamo, è quella di una Italia che sappia fare l’Italia.","416",NA
"Da sempre la nostra forza è stata quella di trasformare con il gusto, la duttilità, la tecnica e la creatività, materie prime spesso acquistate all’estero.","416",NA
"Il decennio appena trascorso è stato particolarmente pesante per il nostro sistema produttivo.","416",NA
"L’ingresso nell’Euro e la fine della svalutazione competitiva hanno prodotto, con la concorrenza della rendita finanziaria, una caduta degli investimenti in innovazione tecnologica e nella capitalizzazione delle imprese, con l’aumento dell’esportazione di capitali.","416",NA
"Anche in questo caso è tempo di cambiare spartito e ridare centralità alla produzione.",NA,NA
"Una politica industriale “integralmente ecologica” è la prima e più rilevante di queste scelte.","416",NA
"Noi immaginiamo un progetto-Paese che individui grandi aree d’investimento, di ricerca, di innovazione verso le quali orientare il sistema delle imprese, nell’industria, nell’agricoltura e nei servizi.","416",NA
"La qualità e le tipicità, mobilità sostenibile, risparmio ed efficienza energetica, le tecnologie legate alla salute, alla cultura, all’arte, ai beni di valore storico e alla nostra tradizione, l’agenda digitale.","416",NA
"Bisogna inoltre dare più forza e prospettiva alle nostre piccole e medie imprese aiutandole a collegarsi fra loro, a capitalizzarsi, ad accedere alla ricerca e alla internazionalizzazione.","402",NA
"Beni comuni",NA,NA
"Per noi salute, istruzione, sicurezza, ambiente, sono campi dove, in via di principio, non deve esserci il povero né il ricco.","606",NA
"Perché sono beni indisponibili alla pura logica del mercato e dei profitti.","606",NA
"Sono beni comuni  di tutti e di ciascuno e definiscono il grado di civiltà e democrazia del Paese.","606",NA
"I referendum del 2011 hanno affermato il principio dell’acqua come bene non privatizzabile.","606",NA
"L’energia, il patrimonio culturale e del paesaggio, le infrastrutture dello sviluppo sostenibile, la rete dei servizi di welfare e formazione, sono beni che devono vivere in un quadro di programmazione, regolazione e controllo sulla qualità delle prestazioni.","606",NA
"Per tutto questo, introdurremo normative che definiscano i parametri della gestione pubblica o, in alternativa, i compiti delle autorità di controllo a tutela delle finalità pubbliche dei servizi.","606",NA
"In ogni caso non può venir meno una responsabilità pubblica dei cicli e dei processi, che garantisca l’universalità di accesso e la sostenibilità nel lungo periodo.","403",NA
"La difesa dei beni comuni è la risposta che la politica deve a un bisogno di comunità che è tornato a manifestarsi anche tra noi.","403",NA
"I referendum della primavera del 2011 ne sono stati un’espressione fondamentale.","403",NA
"È tramontata l’idea che la privatizzazione e l’assenza di regole siano sempre e comunque la ricetta giusta.","403",NA
"Non si tratta per questo di tornare al vecchio statalismo o a una diffidenza preventiva verso un mercato regolato.","403",NA
"Il punto è affermare l’idea che questi beni riguardano il futuro dei nostri figli e chiedono pertanto una presa in carico da parte della comunità.","403",NA
"In questo disegno la maggiore razionalità e la valorizzazione del tessuto degli enti locali sono essenziali, non solo per la funzione regolativa che sono chiamati a svolgere, ma perché il presidio di democrazia, partecipazione e servizi che assicurano è in sé uno dei beni più preziosi per i cittadini.","301",NA
"Superare le duplicazioni, riqualificare la spesa, devono perciò accompagnarsi a un nuovo e rigoroso investimento sul valore dell’autogoverno locale che, soprattutto nella crisi, non va visto, così come ha fatto la destra, come una specie di malattia, ma piuttosto come una possibile medicina.","301",NA
"A sua volta l’autogoverno locale deve offrire spazi e occasioni alla sussidiarietà, alle forme di partecipazione civica, ai protagonisti del privato sociale e del volontariato.","301",NA
"Diritti",NA,NA
"Il principio della dignità inviolabile della persona e il rispetto dei diritti umani fondamentali sono la cornice generale entro cui trovano posto tutte le nostre scelte di programma.","201",NA
"In particolare, noi ci sentiamo al fianco della lotta di popoli interi per la difesa dei diritti umani, a iniziare da quelli delle donne.","201",NA
"Crediamo sia compito dei democratici e dei progressisti affermare l’indivisibilità dei diritti  politici, civili e sociali e di farlo valorizzando il principio costituzionale della laicità dello Stato.","201",NA
"Nel nostro caso questo significa l’impegno a perseguire il contrasto verso ogni violenza contro le donne, un fenomeno che affonda le sue radici in modelli inaccettabili del rapporto tra i generi e che costituisce una vera e propria violazione dei diritti umani.","201",NA
"Sul piano dei diritti di cittadinanza l’Italia attende da troppo tempo una legge semplice ma irrinunciabile: un bambino, figlio d’immigrati, nato e cresciuto in Italia, è un cittadino italiano.","201",NA
"L’approvazione di questa norma sarà simbolicamente il primo atto che ci proponiamo di compiere nella prossima legislatura.","201",NA
"Daremo sostanza normativa al principio riconosciuto dalla Corte Costituzionale, per il quale una coppia omosessuale ha diritto a vivere la propria unione ottenendone il riconoscimento giuridico.","201",NA
"È inoltre urgente una legge contro l’omofobia.","201",NA
"Siamo per il rispetto della vita umana e quindi vogliamo che la condizione dei detenuti sia rispettosa della Costituzione.","201",NA
"Responsabilità",NA,NA
"L’Italia ha bisogno di un governo e di una maggioranza stabili e coesi.","303",NA
"Di conseguenza l’imperativo che democratici e progressisti hanno di fronte è quello dell’affidabilità e della responsabilità.","303",NA
"Per questa ragione, nel momento stesso in cui chiamiamo a stringere un patto di governo movimenti, associazioni, liste civiche, singole personalità e cittadini che condividono le linee di questo progetto, vogliamo assumere insieme, dinanzi al Paese, alcuni impegni espliciti e vincolanti.","303",NA
"Le forze della coalizione, in un quadro di lealtà e civiltà dei rapporti, si dovranno impegnare a: sostenere in modo leale e per l’intero arco della legislatura l’azione del premier scelto con le primarie;","303",NA
"affidare a chi avrà l’onere e l’onore di guidare la maggioranza, la responsabilità di una composizione di governo snella, sottratta a logiche di spartizione e ispirata a criteri di competenza, rinnovamento e credibilità interna e internazionale;","303",NA
"vincolare la risoluzione di controversie relative a singoli atti o provvedimenti rilevanti a una votazione a maggioranza qualificata dei gruppi parlamentari convocati in seduta congiunta;","303",NA
"assicurare la lealtà istituzionale agli impegni internazionali e ai trattati sottoscritti dal nostro Paese, fino alla verifica operativa e all’eventuale rinegoziazione degli stessi in accordo con gli altri governi;","107",NA
"appoggiare l’esecutivo in tutte le misure di ordine economico e istituzionale che nei prossimi anni si renderanno necessarie per difendere la moneta unica e procedere verso un governo politico-economico federale dell’eurozona.","303",NA
